1696005922,2023-09-29T09:45:22-07:00,4751057c3c29ff6bfb65940f6812e37ace8dc598,14030
1695841819,2023-09-27T12:10:19-07:00,6735beb0c2260e325c3a4c971ec5b75427e9305f,14028
1695421927,2023-09-22T15:32:07-07:00,48eedd369d6c88130fff4d15afb88f016fa6e648,14028
1695421845,2023-09-22T15:30:45-07:00,bb864444d1f049e1caa2c9f9072740daf2b93bde,14028
1695421681,2023-09-22T15:28:01-07:00,97161cdf9f64791c068d6f0f05df5b6f52ea81ae,14028
1695332596,2023-09-21T14:43:16-07:00,385f1335956684135d0766d70a4a5cb7153c09af,14000
1695326249,2023-09-21T12:57:29-07:00,7ffed1d601f9d3c02c6e9285d497adc5bf224b55,13999
1695325812,2023-09-21T12:50:12-07:00,69ceca333c4cb28f8921ec0f5de246d5d9e6da81,13999
1695325612,2023-09-21T12:46:52-07:00,61cc2a5c9479a67495d283ad4152007a74126f99,13998
1695325538,2023-09-21T12:45:38-07:00,6f31505d1f4416af401faf4125baee05c75e82ce,13997
1695325349,2023-09-21T12:42:29-07:00,939513b9aaa5e4591ca82f2d5620b8b4a143d6e8,13997
1695325263,2023-09-21T12:41:03-07:00,4f97dbb4d6f1acd1be12c7b9bc6e3649e8082f72,13997
1695325125,2023-09-21T12:38:45-07:00,73ef31b390081375953d943ea021f9f3af8f7177,13997
1695325039,2023-09-21T12:37:19-07:00,a577749de0ae3d90f6fd3a3e1a4bc42a8d6e0ded,13997
1695324969,2023-09-21T12:36:09-07:00,11c8fc3bfac297c29bbcfb1d2ab146d37131aee6,13988
1695324666,2023-09-21T12:31:06-07:00,1c928ac8990db5a30b55c0cf0750253b3f102f3c,13988
1695324556,2023-09-21T12:29:16-07:00,e934ec1766f64fa7fa5075dad49d0e28c41bb58c,13988
1695324357,2023-09-21T12:25:57-07:00,2ae762284515d29de00ee7fa890436bdb5210eb5,13988
1695324273,2023-09-21T12:24:33-07:00,acb342c03a2b7978b5d11481af5618ea50b3dbfe,13988
